SEZIONE,coalition_votes,coalition_share,pd_votes,top10_pd,roma_futura_votes,top10_roma_futura,tipo
1165,60,0.1388888888888889,56,1. CARLA CONSUELO FERMARIELLO (3) | 2. MASSIMO DE SIMONI (3) | 3. ERICA BATTAGLIA (2) | 4. MAURIZIO VELOCCIA (2) | 5. OLIMPIA TROILI (2) | 6. YURI TROMBETTI (2) | 7. ANTONIO STAMPETE (1) | 8. CLAUDIA PAPPATA' (1) | 9. MONICA MORICONI (1) | 10. ROCCO STELITANO (1),4,1. ALESSANDRA LATERZA (1) | 2. CLAUDIA PRATELLI (1) | 3. GIOVANNI CAUDO (1) | 4. ROSSANA BASSI (1) | 5. ALESSANDRA QUATTROCCHI (0) | 6. ANNA LODESERTO (0) | 7. DANIELA PATTI (0) | 8. DANIELE MANCINI (0) | 9. DAVIDE GROSSI (0) | 10. EMILIANO COFANO (0),comune_2021
1166,52,0.10483870967741936,49,1. MAURIZIO VELOCCIA (2) | 2. SVETLANA CELLI (2) | 3. ANTONELLA MELITO (1) | 4. ANTONIO STAMPETE (1) | 5. CLAUDIO PARAVATI (1) | 6. ERICA BATTAGLIA (1) | 7. GIULIA TEMPESTA (1) | 8. RICCARDO CORBUCCI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANDREA ALEMANNI (0),3,1. EMILIANO COFANO (1) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
1167,56,0.15555555555555556,48,1. ROCCO STELITANO (5) | 2. GIULIA TEMPESTA (2) | 3. DANIELE PARRUCCI (1) | 4. GIORGIO RAFFAELE CALVI (1) | 5. MAURIZIO VELOCCIA (1) | 6. PIERO SANDULLI (1) | 7. RICCARDO CORBUCCI (1) | 8. SABRINA ALFONSI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANDREA ALEMANNI (0),8,1. LORENZO GASPARRINI (1) | 2. STEFANO AMBROSETTI (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. CLAUDIA PRATELLI (0) | 7. DANIELA PATTI (0) | 8. DANIELE MANCINI (0) | 9. DAVIDE GROSSI (0) | 10. EMILIANO COFANO (0),comune_2021
1168,91,0.1760154738878143,77,1. ROCCO STELITANO (8) | 2. DANIELE PARRUCCI (4) | 3. ERICA BATTAGLIA (4) | 4. ANTONIO STAMPETE (3) | 5. SVETLANA CELLI (3) | 6. ANDREA ALEMANNI (2) | 7. MAURIZIO VELOCCIA (2) | 8. ANTONELLA MELITO (1) | 9. GIULIA TEMPESTA (1) | 10. MARIANO ANGELUCCI (1),14,1. CLAUDIA PRATELLI (2) | 2. GIOVANNI CAUDO (2) | 3. TIZIANA BIOLGHINI (2) | 4. ALESSANDRA QUATTROCCHI (1) | 5. EMILIANO COFANO (1) | 6. SIMONE SAPIENZA (1) | 7. ALESSANDRA LATERZA (0) | 8. ANNA LODESERTO (0) | 9. DANIELA PATTI (0) | 10. DANIELE MANCINI (0),comune_2021
1169,71,0.14143426294820718,67,1. ROCCO STELITANO (5) | 2. ERICA BATTAGLIA (4) | 3. MASSIMO DE SIMONI (4) | 4. ANTONIO STAMPETE (3) | 5. MARIANO ANGELUCCI (3) | 6. DANIELE PARRUCCI (2) | 7. VALERIA BAGLIO (2) | 8. ALESSANDRO LEPIDINI (1) | 9. ANTONELLA MELITO (1) | 10. GIAMMARCO PALMIERI (1),4,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
1170,66,0.14505494505494507,59,1. DANIELE PARRUCCI (3) | 2. ROCCO STELITANO (3) | 3. ANDREA ALEMANNI (2) | 4. ANTONIO STAMPETE (2) | 5. CARLA CONSUELO FERMARIELLO (2) | 6. ERICA BATTAGLIA (2) | 7. MAURIZIO VELOCCIA (2) | 8. SVETLANA CELLI (2) | 9. ANTONIO CIANCIO (1) | 10. GIOVANNI CRISANTI (1),7,1. ALESSANDRA LATERZA (2) | 2. GIOVANNI CAUDO (2) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
1171,57,0.12076271186440678,50,1. MARIANO ANGELUCCI (3) | 2. ERICA BATTAGLIA (2) | 3. MASSIMO DE SIMONI (2) | 4. PIETRO VITTORIO BARBIERI (2) | 5. ANDREA ALEMANNI (1) | 6. ILARIA PICCOLO (1) | 7. MAURIZIO VELOCCIA (1) | 8. ROCCO STELITANO (1) | 9. SABRINA ALFONSI (1) | 10. ALESSANDRO LEPIDINI (0),7,1. GIOVANNI CAUDO (1) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
1172,69,0.15436241610738255,65,1. DANIELE PARRUCCI (4) | 2. ANDREA ALEMANNI (3) | 3. CLAUDIA PAPPATA' (2) | 4. ERICA BATTAGLIA (2) | 5. MARIANO ANGELUCCI (2) | 6. SABRINA ALFONSI (2) | 7. SVETLANA CELLI (2) | 8. UBALDO RIGHETTI (2) | 9. MAURIZIO VELOCCIA (1) | 10. ALESSANDRO LEPIDINI (0),4,1. CLAUDIA PRATELLI (1) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
1173,72,0.1496881496881497,68,1. ERICA BATTAGLIA (5) | 2. ROCCO STELITANO (3) | 3. SVETLANA CELLI (3) | 4. ANTONIO STAMPETE (2) | 5. ILARIA PICCOLO (2) | 6. MONICA MORICONI (2) | 7. NELLA CONVERTI (2) | 8. PIETRO VITTORIO BARBIERI (2) | 9. STEFANO MARONGIU (2) | 10. DARIO MARCUCCI (1),4,1. MARIA ASSUNTA VITELLI (1) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
1174,69,0.17468354430379746,64,1. ANTONIO CIANCIO (2) | 2. ERICA BATTAGLIA (2) | 3. ANTONIO STAMPETE (1) | 4. CLAUDIA PAPPATA' (1) | 5. DANIELE PARRUCCI (1) | 6. GIOVANNI CRISANTI (1) | 7. GIOVANNI ZANNOLA (1) | 8. MARIANO ANGELUCCI (1) | 9. NELLA CONVERTI (1) | 10. ROCCO STELITANO (1),5,1. DANIELE MANCINI (3) | 2. STEFANO AMBROSETTI (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. CLAUDIA PRATELLI (0) | 7. DANIELA PATTI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
1175,63,0.17073170731707318,57,1. ANDREA ALEMANNI (6) | 2. ERICA BATTAGLIA (6) | 3. MASSIMO DE SIMONI (6) | 4. SVETLANA CELLI (6) | 5. NELLA CONVERTI (2) | 6. ANTONIO STAMPETE (1) | 7. DANIELE PARRUCCI (1) | 8. MARIANO ANGELUCCI (1) | 9. UBALDO RIGHETTI (1) | 10. ALESSANDRO LEPIDINI (0),6,1. GIOVANNI CAUDO (2) | 2. STEFANO AMBROSETTI (2) | 3. TIZIANA BIOLGHINI (2) | 4. SIMONE SAPIENZA (1) | 5. ALESSANDRA LATERZA (0) | 6. ALESSANDRA QUATTROCCHI (0) | 7. ANNA LODESERTO (0) | 8. CLAUDIA PRATELLI (0) | 9. DANIELA PATTI (0) | 10. DANIELE MANCINI (0),comune_2021
1176,61,0.1942675159235669,57,1. ERICA BATTAGLIA (5) | 2. ANDREA ALEMANNI (4) | 3. MAURIZIO VELOCCIA (3) | 4. ANTONIO CIANCIO (1) | 5. ANTONIO STAMPETE (1) | 6. LORENZO MARINONE (1) | 7. MASSIMO DE SIMONI (1) | 8. NELLA CONVERTI (1) | 9. SVETLANA CELLI (1) | 10. ALESSANDRO LEPIDINI (0),4,1. GIOVANNI CAUDO (2) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
1177,86,0.1799163179916318,81,1. ERICA BATTAGLIA (9) | 2. MARIANO ANGELUCCI (2) | 3. MASSIMO DE SIMONI (2) | 4. SVETLANA CELLI (2) | 5. UBALDO RIGHETTI (2) | 6. ANTONIO STAMPETE (1) | 7. DANIELE PARRUCCI (1) | 8. ILARIA PICCOLO (1) | 9. NELLA CONVERTI (1) | 10. PIETRO VITTORIO BARBIERI (1),5,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
1178,50,0.1404494382022472,50,1. ANDREA ALEMANNI (2) | 2. ERICA BATTAGLIA (2) | 3. SVETLANA CELLI (2) | 4. GIOVANNI CRISANTI (1) | 5. UBALDO RIGHETTI (1) | 6. ALESSANDRO LEPIDINI (0) | 7. ANTONELLA MELITO (0) | 8. ANTONIO CIANCIO (0) | 9. ANTONIO STAMPETE (0) | 10. CARLA CONSUELO FERMARIELLO (0),0,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
1179,70,0.19830028328611898,61,1. ERICA BATTAGLIA (7) | 2. MAURIZIO VELOCCIA (4) | 3. ANTONIO STAMPETE (3) | 4. VALERIA BAGLIO (2) | 5. ANDREA ALEMANNI (1) | 6. DARIO MARCUCCI (1) | 7. GIOVANNI ZANNOLA (1) | 8. MONICA MORICONI (1) | 9. ROCCO STELITANO (1) | 10. SABRINA ALFONSI (1),9,1. GIOVANNI CAUDO (2) | 2. TIZIANA BIOLGHINI (2) | 3. CLAUDIA PRATELLI (1) | 4. DANIELA PATTI (1) | 5. ROSSANA BASSI (1) | 6. STANISLAV ALYEKSANDROV (1) | 7. ALESSANDRA LATERZA (0) | 8. ALESSANDRA QUATTROCCHI (0) | 9. ANNA LODESERTO (0) | 10. DANIELE MANCINI (0),comune_2021
1180,56,0.15730337078651685,49,1. ANTONELLA MELITO (3) | 2. MONICA MORICONI (3) | 3. ANDREA ALEMANNI (2) | 4. DANIELE PARRUCCI (2) | 5. DARIO MARCUCCI (2) | 6. ANTONIO CIANCIO (1) | 7. CRISTINA MICHETELLI (1) | 8. MARIANO ANGELUCCI (1) | 9. MASSIMO DE SIMONI (1) | 10. NELLA CONVERTI (1),7,1. SIMONE SAPIENZA (3) | 2. GIOVANNI CAUDO (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. CLAUDIA PRATELLI (0) | 7. DANIELA PATTI (0) | 8. DANIELE MANCINI (0) | 9. DAVIDE GROSSI (0) | 10. EMILIANO COFANO (0),comune_2021
1181,52,0.18055555555555555,49,1. ERICA BATTAGLIA (4) | 2. ROCCO STELITANO (4) | 3. SVETLANA CELLI (3) | 4. ANDREA ALEMANNI (2) | 5. CLAUDIO PARAVATI (2) | 6. MASSIMO DE SIMONI (2) | 7. UBALDO RIGHETTI (2) | 8. ANTONIO CIANCIO (1) | 9. SABRINA ALFONSI (1) | 10. ALESSANDRO LEPIDINI (0),3,1. GIOVANNI CAUDO (1) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
1182,50,0.16722408026755853,46,1. ERICA BATTAGLIA (4) | 2. ROCCO STELITANO (3) | 3. ANTONIO STAMPETE (2) | 4. GIULIA TEMPESTA (2) | 5. UBALDO RIGHETTI (2) | 6. ANDREA ALEMANNI (1) | 7. CARLA CONSUELO FERMARIELLO (1) | 8. DANIELE PARRUCCI (1) | 9. GIOVANNI ZANNOLA (1) | 10. MARIANO ANGELUCCI (1),4,1. SIMONE SAPIENZA (1) | 2. VALERIO BONANNI (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. CLAUDIA PRATELLI (0) | 7. DANIELA PATTI (0) | 8. DANIELE MANCINI (0) | 9. DAVIDE GROSSI (0) | 10. EMILIANO COFANO (0),comune_2021
1183,66,0.16793893129770993,62,1. ERICA BATTAGLIA (6) | 2. MAURIZIO VELOCCIA (5) | 3. MARIANO ANGELUCCI (2) | 4. MASSIMO DE SIMONI (2) | 5. NELLA CONVERTI (2) | 6. ROCCO STELITANO (2) | 7. SVETLANA CELLI (2) | 8. ANDREA ALEMANNI (1) | 9. DANIELE PARRUCCI (1) | 10. ALESSANDRO LEPIDINI (0),4,1. STEFANO AMBROSETTI (2) | 2. TIZIANA BIOLGHINI (2) | 3. GIOVANNI CAUDO (1) | 4. ALESSANDRA LATERZA (0) | 5. ALESSANDRA QUATTROCCHI (0) | 6. ANNA LODESERTO (0) | 7. CLAUDIA PRATELLI (0) | 8. DANIELA PATTI (0) | 9. DANIELE MANCINI (0) | 10. DAVIDE GROSSI (0),comune_2021
1184,71,0.24232081911262798,70,1. ERICA BATTAGLIA (9) | 2. ANTONIO STAMPETE (7) | 3. ANDREA ALEMANNI (3) | 4. GIAMMARCO PALMIERI (3) | 5. SVETLANA CELLI (3) | 6. VALERIA BAGLIO (3) | 7. CLAUDIA PAPPATA' (1) | 8. DANIELE PARRUCCI (1) | 9. GIULIA TEMPESTA (1) | 10. MASSIMO DE SIMONI (1),1,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
1185,74,0.15384615384615385,71,1. ANTONIO STAMPETE (6) | 2. ERICA BATTAGLIA (4) | 3. SVETLANA CELLI (3) | 4. ANDREA ALEMANNI (2) | 5. GIULIA TEMPESTA (2) | 6. ANTONIO CIANCIO (1) | 7. CARLA CONSUELO FERMARIELLO (1) | 8. GIOVANNI ZANNOLA (1) | 9. MASSIMO DE SIMONI (1) | 10. MAURIZIO VELOCCIA (1),3,1. ALESSANDRA LATERZA (1) | 2. GIOVANNI CAUDO (1) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
1186,54,0.13533834586466165,51,1. ERICA BATTAGLIA (11) | 2. DANIELE PARRUCCI (8) | 3. ANTONIO STAMPETE (3) | 4. ANDREA ALEMANNI (2) | 5. CLAUDIA PAPPATA' (2) | 6. GIAMMARCO PALMIERI (2) | 7. MAURIZIO VELOCCIA (2) | 8. SVETLANA CELLI (2) | 9. CARLA CONSUELO FERMARIELLO (1) | 10. MASSIMO DE SIMONI (1),3,1. SIMONE SAPIENZA (1) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
1187,49,0.1084070796460177,46,1. ANTONIO CIANCIO (6) | 2. SVETLANA CELLI (6) | 3. ANDREA ALEMANNI (5) | 4. MASSIMO DE SIMONI (2) | 5. MAURIZIO VELOCCIA (2) | 6. NELLA CONVERTI (2) | 7. ROCCO STELITANO (2) | 8. MARIANO ANGELUCCI (1) | 9. SABRINA ALFONSI (1) | 10. UBALDO RIGHETTI (1),3,1. GIOVANNI CAUDO (2) | 2. CLAUDIA PRATELLI (1) | 3. EMILIANO COFANO (1) | 4. ROSSANA BASSI (1) | 5. ALESSANDRA LATERZA (0) | 6. ALESSANDRA QUATTROCCHI (0) | 7. ANNA LODESERTO (0) | 8. DANIELA PATTI (0) | 9. DANIELE MANCINI (0) | 10. DAVIDE GROSSI (0),comune_2021
1188,58,0.12526997840172785,57,1. DANIELE PARRUCCI (3) | 2. GIULIA TEMPESTA (2) | 3. RICCARDO CORBUCCI (2) | 4. ANTONIO STAMPETE (1) | 5. DARIO MARCUCCI (1) | 6. ERICA BATTAGLIA (1) | 7. GIORGIO MEZZAPESA (1) | 8. MARIANO ANGELUCCI (1) | 9. MASSIMO DE SIMONI (1) | 10. MONICA MORICONI (1),1,1. GIOVANNI CAUDO (1) | 2. ROSSANA BASSI (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. CLAUDIA PRATELLI (0) | 7. DANIELA PATTI (0) | 8. DANIELE MANCINI (0) | 9. DAVIDE GROSSI (0) | 10. EMILIANO COFANO (0),comune_2021
1189,66,0.16793893129770993,62,1. ERICA BATTAGLIA (6) | 2. MAURIZIO VELOCCIA (5) | 3. MARIANO ANGELUCCI (2) | 4. MASSIMO DE SIMONI (2) | 5. NELLA CONVERTI (2) | 6. ROCCO STELITANO (2) | 7. SVETLANA CELLI (2) | 8. ANDREA ALEMANNI (1) | 9. DANIELE PARRUCCI (1) | 10. ALESSANDRO LEPIDINI (0),4,1. STEFANO AMBROSETTI (2) | 2. TIZIANA BIOLGHINI (2) | 3. GIOVANNI CAUDO (1) | 4. ALESSANDRA LATERZA (0) | 5. ALESSANDRA QUATTROCCHI (0) | 6. ANNA LODESERTO (0) | 7. CLAUDIA PRATELLI (0) | 8. DANIELA PATTI (0) | 9. DANIELE MANCINI (0) | 10. DAVIDE GROSSI (0),comune_2021
1190,54,0.11368421052631579,51,1. ROCCO STELITANO (6) | 2. ERICA BATTAGLIA (5) | 3. CLAUDIA PAPPATA' (4) | 4. ANTONIO CIANCIO (2) | 5. DANIELE PARRUCCI (2) | 6. ANTONIO STAMPETE (1) | 7. SVETLANA CELLI (1) | 8. UBALDO RIGHETTI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANDREA ALEMANNI (0),3,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
1191,68,0.13255360623781676,65,1. ERICA BATTAGLIA (9) | 2. MASSIMO DE SIMONI (5) | 3. ANDREA ALEMANNI (4) | 4. ANTONIO STAMPETE (4) | 5. MAURIZIO VELOCCIA (4) | 6. MARIANO ANGELUCCI (3) | 7. NELLA CONVERTI (2) | 8. ANTONELLA MELITO (1) | 9. DARIO MARCUCCI (1) | 10. GIOVANNI ZANNOLA (1),3,1. SIMONE SAPIENZA (3) | 2. CLAUDIA PRATELLI (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
1192,61,0.13090128755364808,57,1. MASSIMO DE SIMONI (7) | 2. ERICA BATTAGLIA (6) | 3. ANTONIO STAMPETE (4) | 4. GIAMMARCO PALMIERI (2) | 5. UBALDO RIGHETTI (2) | 6. ANDREA ALEMANNI (1) | 7. CLAUDIO PARAVATI (1) | 8. CRISTINA MICHETELLI (1) | 9. ELEONORA GRIMALDI (1) | 10. MAURIZIO VELOCCIA (1),4,1. GIOVANNI CAUDO (1) | 2. TIZIANA BIOLGHINI (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. CLAUDIA PRATELLI (0) | 7. DANIELA PATTI (0) | 8. DANIELE MANCINI (0) | 9. DAVIDE GROSSI (0) | 10. EMILIANO COFANO (0),comune_2021
1193,39,0.11504424778761062,36,1. MASSIMO DE SIMONI (9) | 2. ERICA BATTAGLIA (4) | 3. ROCCO STELITANO (3) | 4. NELLA CONVERTI (2) | 5. ANTONIO STAMPETE (1) | 6. JULIAN COLABELLO (1) | 7. LORENZO MARINONE (1) | 8. ALESSANDRO LEPIDINI (0) | 9. ANDREA ALEMANNI (0) | 10. ANTONELLA MELITO (0),3,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
1194,20,0.08130081300813008,19,1. DANIELE PARRUCCI (3) | 2. CLAUDIA PAPPATA' (2) | 3. MAURIZIO VELOCCIA (2) | 4. SABRINA ALFONSI (2) | 5. ALESSANDRO LEPIDINI (1) | 6. ERICA BATTAGLIA (1) | 7. GIOVANNI CRISANTI (1) | 8. MARIA ANGELA BUFALINO (1) | 9. ROCCO STELITANO (1) | 10. UBALDO RIGHETTI (1),1,1. GIOVANNI CAUDO (1) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
1195,9,0.06766917293233082,7,1. ANTONELLA MELITO (4) | 2. ALESSANDRO LEPIDINI (3) | 3. OLIMPIA TROILI (2) | 4. JULIAN COLABELLO (1) | 5. VALERIA BAGLIO (1) | 6. ANDREA ALEMANNI (0) | 7. ANTONIO CIANCIO (0) | 8. ANTONIO STAMPETE (0) | 9. CARLA CONSUELO FERMARIELLO (0) | 10. CLAUDIA PAPPATA' (0),2,1. GIOVANNI CAUDO (2) | 2. ISABELLA BOARI (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. CLAUDIA PRATELLI (0) | 7. DANIELA PATTI (0) | 8. DANIELE MANCINI (0) | 9. DAVIDE GROSSI (0) | 10. EMILIANO COFANO (0),comune_2021
1196,58,0.15760869565217392,56,1. ALESSANDRO LEPIDINI (18) | 2. ANTONIO STAMPETE (3) | 3. MAURIZIO VELOCCIA (2) | 4. SVETLANA CELLI (2) | 5. ANDREA ALEMANNI (1) | 6. ANTONELLA MELITO (1) | 7. ANTONIO CIANCIO (1) | 8. PIERO SANDULLI (1) | 9. ROCCO STELITANO (1) | 10. SABRINA ALFONSI (1),2,1. MARCO TRIMALDI (1) | 2. MARIA ASSUNTA VITELLI (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. CLAUDIA PRATELLI (0) | 7. DANIELA PATTI (0) | 8. DANIELE MANCINI (0) | 9. DAVIDE GROSSI (0) | 10. EMILIANO COFANO (0),comune_2021
1197,66,0.16296296296296298,61,1. ALESSANDRO LEPIDINI (14) | 2. CLAUDIA PAPPATA' (7) | 3. MAURIZIO VELOCCIA (3) | 4. VALERIA BAGLIO (3) | 5. GIAMMARCO PALMIERI (2) | 6. LORENZO MARINONE (2) | 7. SABRINA ALFONSI (2) | 8. YURI TROMBETTI (2) | 9. ANTONIO STAMPETE (1) | 10. MARIANO ANGELUCCI (1),5,1. ALESSANDRA LATERZA (0) | 2. ALESSANDRA QUATTROCCHI (0) | 3. ANNA LODESERTO (0) | 4. CLAUDIA PRATELLI (0) | 5. DANIELA PATTI (0) | 6. DANIELE MANCINI (0) | 7. DAVIDE GROSSI (0) | 8. EMILIANO COFANO (0) | 9. EVA VITTORIA CAMMERINO (0) | 10. FABIO CIPRESSA (0),comune_2021
1198,60,0.1271186440677966,55,1. CLAUDIA PAPPATA' (17) | 2. ALESSANDRO LEPIDINI (12) | 3. GIAMMARCO PALMIERI (7) | 4. ANDREA ALEMANNI (2) | 5. ANTONELLA MELITO (1) | 6. DANIELE PARRUCCI (1) | 7. GIOVANNI CRISANTI (1) | 8. MARIANO ANGELUCCI (1) | 9. ANTONIO CIANCIO (0) | 10. ANTONIO STAMPETE (0),5,1. DANIELA PATTI (1) | 2. ISABELLA BORRELLI (1) | 3. ALESSANDRA LATERZA (0) | 4. ALESSANDRA QUATTROCCHI (0) | 5. ANNA LODESERTO (0) | 6. CLAUDIA PRATELLI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
